Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"05/01/2015","107 SALMONVIEW APARTMENTS, BARRET STREET, BALLINA","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","11 Drumcrest, Knock","","Mayo","€31,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2015","9 ERRIS GARDENS, CROSSMOLINA, MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","93 NEW STREET, BALLINROBE, COUNTY MAYO","","Mayo","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","DOUGHMAKEON, LOUISBURGH, CO MAYO","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2015","4 Belleek Manor, Ballina","","Mayo","€269,164.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2015","Ballybrehoney, Claremorris","","Mayo","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2015","LOW VALLEY, CROSSMOLINA, CO MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2015","SLIEVEMORE ROAD, DUGORT, ACHILL","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2015","CARRABAWN, WESTPORT, CO MAYO","","Mayo","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2015","TUBBERMORE, CROSSMOLINA, CO MAYO","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2015","23 SPRINGDALE, CLAREMORRIS, CO MAYO","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2015","Belderrig Mor, Belderrig, Ballina","","Mayo","€68,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2015","HAWTHORN HILL RD, FOXFORD, MAYO","","Mayo","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2015","1 Cedar Court  Cedar Park, Newport Road, Westport","","Mayo","€210,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/01/2015","15 Cedat Court, Cedar Park, Newport Road Westport","","Mayo","€185,022.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/01/2015","33 FORTLANDS, CASTLEBAR, MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2015","APT 1, ALTAMOUNT ST, WESTPORT","","Mayo","€77,642.27","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2015","CONVENT RD, CLAREMORRIS, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2015","Interest in 286 Student Residences, Mayor Street Lower","","Mayo","€6,986,194.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2015","CURRAMORE, BALLINROBE, CO MAYO","","Mayo","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2015","DRUMSHIEL LOWER, CONG","","Mayo","€92,511.01","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"13/01/2015","17 ARD CLÁR, BALLINDINE ROAD, CLAREMORRIS","","Mayo","€116,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2015","21 RATHCLUAIN VILLAGE, CIRCULAR RD, KILTIMAGH","","Mayo","€41,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2015","93 Knockaphunta, Westport Road, Castlebar","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2015","50 RATHCLUAIN, KILTIMAGH, MAYO.","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2015","8 Ottters Lodge, Barrett Street, Ballina","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2015","APT 1 & 2, BRIDGE ST, SWINFORD","","Mayo","€12,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2015","Caherduff, The Neale","","Mayo","€110,132.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/01/2015","CREEVAGH MIDDLE, CONG, MAYO","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2015","LECARROW, BALLYSOKERRY, BALLINA","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2015","11 BARR NA FARRAIGE, ST FIONNANS ROAD, ACHILL SOUND","","Mayo","€41,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2015","27 HAZELHILL DOWNS, BALLYHAUNIS, MAYO","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2015","9 SLIEVEMORE, ACHILL, CO MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2015","79 Carrowmore Meadows, Knock","","Mayo","€44,547.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/01/2015","SCARDAUNE, BALLYGLASS, CLAREMORRIS","","Mayo","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2015","10 FOXFIELD PARK, KILTIMAGH, MAYO","","Mayo","€56,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2015","13 SARSFIELD MANOR, CHARLESTOWN, CO. MAYO","","Mayo","€92,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2015","21 HAZEL HILL DOWNS, HAZEL HILL, BALLYHAUNIS","","Mayo","€47,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2015","6 STATION ROAD, BALLA, CASTLEBAR","","Mayo","€21,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/01/2015","74 AN CLADRACH, BALLINROBE, MAYO","","Mayo","€88,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2015","CULLEEN, KILSALLAGH, WESTPORT","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2015","WOODCOCK LODGE, BALLYKINE, CLONBUR","","Mayo","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2015","22 Meadow Court, Elm Park, Claremorris","","Mayo","€42,500.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"20/01/2015","25 THE SPIRES, BALLINA, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2015","33 CARRAMORE DRIVE, KNOCK, MAYO","","Mayo","€63,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2015","5 ROSMORE, NEWPORT, MAYO","","Mayo","€151,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2015","9 College View, Westport Road, Castlebar","","Mayo","€101,322.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2015","CARROWBAUN, SWINFORD, CO MAYO","","Mayo","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2015","TURLOUGH RD, CASTLEBAR, MAYO","","Mayo","€103,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2015","44 WHITE HORSE LANE, TURLOUGH RD, CASTLEBAR","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2015","96 MOY HEIGHTS, BALLINA, MAYO","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2015","DOOLOUGH, GEESALA, BALLINA","","Mayo","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2015","SEAHAVEN, ROSMONEY, WESTPORT","","Mayo","€273,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2015","16 LOWER CHARLES ST, CASTLEBAR, MAYO","","Mayo","€32,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2015","7 SHANAGHY HEIGHTS, BALLINA, MAYO","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2015","MONEENBRADAGH, CASTLEBAR, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2015","49 ROCKWELL, BALLINA, MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2015","5 BROADHAVEN HEIGHTS, BELMULLET, CO. MAYO","","Mayo","€94,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2015","CHURCH RD, ISLANDEADY, CASTLEBAR","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2015","CLOONTUMPER, BEKAN, CLAREMORRIS","","Mayo","€70,441.95","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2015","CURRAGH, CASTLEBAR, MAYO","","Mayo","€107,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/01/2015","FARRAGH, KILLALA, MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2015","LAVALLYROE CLOONFAO BALLYHAUNIS RD, MAYO","","Mayo","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2015","65 CARROWMORE MEADOWS, KNOCK, CO MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2015","15 KNOCKRANNY, WESTPORT, MAYO","","Mayo","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2015","18 KNOCKRANNY VILLAGE, WESTPORT, MAYO","","Mayo","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2015","21 SEA WHARF, THE QUAY, WESTPORT","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2015","BALLINA RD, SWINFORD, MAYO","","Mayo","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2015","Chapel Street, Swinford","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2015","TOWNALOUGA, CLAREMORRIS, MAYO","","Mayo","€96,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2015","5 Olde Mill Stone, Ballina","","Mayo","€131,277.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"28/01/2015","71 Riverside Drive, Ballina","","Mayo","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2015","ICEFORD, QUAY RD, BALLINA","","Mayo","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2015","JOHNS ROW, WESTPORT, MAYO","","Mayo","€139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2015","No 1 Hazel Court, Ballinrobe","","Mayo","€166,916.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/01/2015","16 HILL ST, BALLINA, MAYO","","Mayo","€39,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2015","17 THE ANCHORAGE, WESTPORT, CO MAYO","","Mayo","€96,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2015","20 KINGS HILL, WESTPORT, CO MAYO","","Mayo","€257,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2015","21 ANCHORAGE APTS, THE QUAY, WESTPORT","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2015","26 RATHGLASS, REHINS FORT, BALLINA","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2015","BALLYHAMUCK, CROSSMOLINA, MAYO","","Mayo","€10,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/01/2015","BOKEEN, CALLOW, FOXFORD","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2015","BUNACURRY, ACHILL, MAYO","","Mayo","€19,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2015","CUILMORE, CLAREMORRIS, MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2015","Dublin Road, Swinford","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2015","2 BARRACK STREET, WESTPORT, MAYO","","Mayo","€84,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2015","33 ABBEYVALE, BALLYHAUNAIS, MAYO","","Mayo","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2015","402 RIDGEPOOL, BALLINA, MAYO","","Mayo","€46,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2015","408 RIDGEPOOL, BALLANA, MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2015","7 Beach Cottages, Dugort, Achill","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2015","7 CASTLE ROAD, BALLINA, CO MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2015","Carrowkeeran, Murrisk, Westport","","Mayo","€240,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2015","Prizon, Balla","","Mayo","€115,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2015","SRAH UPPER, CARRYCASTLE, CO.MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2015","Turlough Road, CASTLEBAR, Co. Mayo","","Mayo","€187,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"02/02/2015","APT 201 HARBOUR MILL, WESTPORT, CO MAYO","","Mayo","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","CREAGH RD, BALLINROBE, MAYO","","Mayo","€31,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2015","CREGAREE, CURRAGH, CASTLEBAR","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","26 NEPHIN COURT, BALLINA, COUNTY MAYO","","Mayo","€168,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","68 LEICNIN VILLAGE TURLOUGH, CASTLEBAR, MAYO","","Mayo","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","CLOONDUANE, BELCARRA, CASTLEBAR","","Mayo","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","SHEEAUNE 1, WESTPORT, MAYO","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2015","THE NEW HOUSE, SONNAGH, CHARLESTOWN","","Mayo","€227,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2015","1 ROCKWELL, BALLINA, MAYO","","Mayo","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2015","34 Meadow Court, Claremorris","","Mayo","€57,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"04/02/2015","35 DOLMEN VIEW, BALLINA, MAYO","","Mayo","€98,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2015","8 MAYFIELDS, CLAREMORRIS, MAYO","","Mayo","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2015","8 THE BEECHES, LOUISBURGH, MAYO","","Mayo","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2015","9 AN CLADRACH, BALLINROBE, CO MAYO","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2015","DUBLIN RD, SWINFORD, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2015","22 Cluain Aoibhinn, Foxford","","Mayo","€132,159.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/02/2015","29 ROSMORE, BARRACK HILL, NEWPORT","","Mayo","€129,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2015","CUSHINKEEL, WESTPORT, MAYO","","Mayo","€178,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2015","BUNNAHOWNA, MULRANNY, WESTPORT","","Mayo","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2015","Carrowkeel, Murrisk, Westport","","Mayo","€95,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/02/2015","CLOONCURRAUN, HOLLYMOUNT, CO MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2015","CLOONMORE, BALLINDINE, MAYO","","Mayo","€73,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2015","DALGAN RD, SHRULE, MAYO","","Mayo","€163,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2015","RAFTERYS B & B, MAIN STREET, KNOCK","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2015","SEEFIN, SCARDAUNE, CLAREMORRIS","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2015","30 THE SPIRES, CHURCH ROAD, BALLINA","","Mayo","€112,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2015","4 UPPER QUAY, WESTPORT, MAYO","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2015","8 WOODLANDS, MULRANNY, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2015","Apt 29 Block A, Silverbridge Court, Knock Road  Claremorris","","Mayo","€33,332.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"10/02/2015","Apt 31 Block A, Silverbridge Court, Knock Road  Claremorris","","Mayo","€33,332.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"10/02/2015","Apt 33 Block A, Silverbridge Court, Knock Road  Claremorris","","Mayo","€33,432.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"10/02/2015","APT 7, BLOCK C, CORMULLEN","","Mayo","€72,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2015","CURRIES, BALLYHAUNIS, CO MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2015","Knockkaraha, Streamstown, WEstport","","Mayo","€248,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"12/02/2015","13 BRABAZON HEIGHTS, SWINFORD, MAYO","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/02/2015","31 RIDGE POOL VILLAGE, BALLINA, MAYO","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/02/2015","THE AMYTHEST, KEEL, ACHILL ISLAND","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/02/2015","TULLAGHANBAWN, GEESALA, BALLINA","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2015","14 Churchfield Manor, Killala","","Mayo","€50,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"13/02/2015","3 MORRISON MEWS, MORRISON TERRACE, BALLINA","","Mayo","€31,650.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2015","35 Meadow Court, Claremorris","","Mayo","€61,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"13/02/2015","4 MORRISON MEWS, FOXFORD RD, BALLINA","","Mayo","€31,650.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2015","GLEBE STREET, BALLINROBE, CO MAYO","","Mayo","€18,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2015","HILLVIEW, UPPER MAIN STREET, BALLYHAUNIS","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2015","OWENDUFF, TONRAGEE, WESTPORT","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2015","SWEETWELL SWINFORD, SWINFORD, MAYO","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2015","3 TRAWMORE COTTAGES, KEEL, ACHILL","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2015","5 DUNBEAG, CASTLEBAR, MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2015","APT 2, OLD GROUND HOUSE, MAIN STREET","","Mayo","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2015","THE SHOP PROPERTY, DALTON STREET, CLAREMORRIS","","Mayo","€50,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2015","1 The Woodlands, Mulranny","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2015","35 ST MARYS CRESCENT, WESTPORT, MAYO","","Mayo","€173,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2015","BALLYNAKILLEW, ROBEEN, CLAREMORRIS","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2015","CAMCLOON BEG, GLENHEST RD, NEWPORT","","Mayo","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2015","NO 30 BLOCK A, SILVERBRIDGE COURT, CLAREMORRIS","","Mayo","€36,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2015","NO 32 BLOCK A, SILVERBRIDGE COURT, CLAREMORRIS","","Mayo","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2015","NO 34 BLOCK A, SILVERBRIDGE COURT, CLAREMORRIS","","Mayo","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2015","49 BLACKFORT MANOR, NEWPORT RD, CASTLEBAR","","Mayo","€92,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2015","ROCKSBOROUGH, BALLINROBE, MAYO","","Mayo","€338,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/02/2015","20 MARIAN ROW, CASTLEBAR, CO MAYO","","Mayo","€98,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/02/2015","CLEWBAY COTTAGE, THE QUAYS, NEWPORT","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2015","22 WOODVILLE, KILLALA RD, BALLINA","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2015","23 Mayfields, Claremorris","","Mayo","€93,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/02/2015","5 RIVERSIDE DR, CHURCHFIELD, KNOCK","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2015","AIDEN ST, KILTIMAGH, MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2015","AILLEMORE, LOUISBURGH, MAYO","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2015","APT 1 C/O LIVINGSTONES, NEW ANTRIM STREET, CASTLEBAR","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2015","CONVENT ROAD 1, CLAREMORRIS, MAYO","","Mayo","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2015","GARRYNABBA, CLAREMORRIS, MAYO","","Mayo","€86,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2015","No. 21 Meadow Court, Elmpark, Knock Road  Claremorris","","Mayo","€45,814.98","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/02/2015","Sheeaune, Castlebar Road, Westport","","Mayo","€216,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2015","1 PROVIDENCE RD, FOXFORD, MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2015","77 ABBEY COURT, BALLINA, MAYO","","Mayo","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2015","9 ACRES GROVE, NEWPORT, MAYO","","Mayo","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2015","COOLCRONAN, FOXFORD, MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2015","MOUNT JUBILLE, BANGOR, ERRIS BALLINA","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2015","NO 1 CANAL HOUSE, CREGGAREE, CONG","","Mayo","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2015","1 THE GREEN, BALLA, CASTLEBAR","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/02/2015","10 Mayfields, Claremorris","","Mayo","€102,070.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/02/2015","18 ST. PATRICK'S AVENUE, CROSSMOLINA, COUNTY MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/02/2015","9 The Courtyard, Mulranny","","Mayo","€60,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/02/2015","ACHILL SOUND, ACHILL, MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/02/2015","MURRAVAUGH, MULLRANNY, WESTPORT","","Mayo","€199,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/02/2015","No 48 Rathcluain, Kiltimagh, Co. Mayo","","Mayo","€70,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/02/2015","QUAY STREET, BELMULLET","","Mayo","€130,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/02/2015","ROSSOW, KILMEENA, WESTPORT","","Mayo","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/02/2015","THE COTTAGE, BOFARA, WESTPORT","","Mayo","€23,334.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/02/2015","THE DOCK ROAD, BELLMULIT, COUNTY MAYO","","Mayo","€347,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/02/2015","WEST LODGE, ASHFORD, CONG","","Mayo","€129,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/02/2015","19 LISBAUN, CLAREMOUNT, CLAREMORRIS","","Mayo","€73,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/02/2015","32 Meadow Court, Elm Park, Claremorris","","Mayo","€60,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/02/2015","BALLYNAMONA, KILTAMAGH, CO MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/02/2015","KILDUN, THE NEALE, BALLINROBE","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/02/2015","LILY COTTAGE, LISSANUMERA, SWINFORD","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/02/2015","Thomas Street, Castlebar","","Mayo","€150,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"27/02/2015","6 LOUGH CONN HEIGHTS, CARRALAVIN, BONNICONLON","","Mayo","€78,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2015","61 CLUAIN AOIBHINN, CLAREMONT, CLAREMORRIS","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
