Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"26/06/2015","LAKESIDE LODGE, PONTOON ROAD, CASTLEBAR","","Mayo","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/06/2015","Upper Mace, Barnacarroll, Claremorris","","Mayo","€50,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"29/06/2015","1 WESLEY PLACE, BALLINA, MAYO","","Mayo","€77,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2015","BUNNAHOWEN POST OFFICE, ROSTURK, MULRANNY","","Mayo","€20,315.81","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2015","Doolough, Geesala, Ballina","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","17 RIVERSIDE DR, CHURCHFIELD, KNOCK","","Mayo","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","22 GRATTAN AVE, GRATTAN PARK, CLAREMORRIS","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","3 ST MARY'S ROAD, SHRULE, CO MAYO","","Mayo","€42,350.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","5 CHAPEL STREET, THE SQUARE, CLAREMORRIS","","Mayo","€10,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","8 CHAPEL STREET, THE SQUARE, CLAREMORRIS","","Mayo","€10,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","Cahir, Louisburgh","","Mayo","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","COIS NA TINE, WOODFIELD, KILKELLY","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","ESKER, BALLINDINE, MAYO","","Mayo","€214,650.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","KILLATURLY, SWINFORD, MAYO","","Mayo","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","KNOCKFINN, WESTPORT, CO MAYO","","Mayo","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2015","Marina Villa, Old Head, Louisburgh","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","52 HAZEL COURT, CONVENT RD, BALLINROBE","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","6 BUNREE RD, BALLINA, MAYO","","Mayo","€73,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/07/2015","78 Carrowmore Meadows, Knock","","Mayo","€55,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/07/2015","30 CHARLES STREET, CASTLEBAR, CO MAYO","","Mayo","€36,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/07/2015","BALLYGOMMON, BALLYVARY, CO MAYO","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/07/2015","CURRADRISH, FOXFORD, MAYO","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/07/2015","MURRISKNABOL, WESTPORT, MAYO","","Mayo","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/07/2015","27 LEICNIN VILLAGE, TURLOUGH, CASTLEBAR","","Mayo","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/07/2015","36 RATHCLUAIN, CIRCULAR RD, KILTIMAGH","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/07/2015","37 RATHCLUAIN VILLAGE, KILTIMAGH, CO MAYO","","Mayo","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/07/2015","21 CHURCHFILED MANOR, KILLALA, CO MAYO","","Mayo","€35,243.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/07/2015","5 REEKVIEW TERRACE, WESTPORT, MAYO","","Mayo","€100,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"06/07/2015","72 The Curragh, Castlebar","","Mayo","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/07/2015","MOUNTAIN AGHAMORE, BALLYHAUNIS, CO MARO","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/07/2015","15 College View, Westport Road, Castlebar","","Mayo","€131,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"07/07/2015","26 ST MUREDACHS TCE, BALLINA, MAYO","","Mayo","€16,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/07/2015","9 SPENCER STREET, CASTLEBAR, CO MAYO","","Mayo","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/07/2015","CLOONGLASNA, KNOCKANILLAUN, BALLINA","","Mayo","€61,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/07/2015","DOONBREEDIA, CASTLEHILL, BALLINA","","Mayo","€74,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/07/2015","Summerhill, Foxford","","Mayo","€283,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/07/2015","1 JAMES ST, CLAREMORRIS, MAYO","","Mayo","€46,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/07/2015","3 MEADOW PARK WESTPORT RD, CASTLEBAR, MAYO","","Mayo","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/07/2015","Bowgate Street, Ballinrobe","","Mayo","€117,500.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/07/2015","PARTRY HOUSE, CLAREMORRIS, MAYO","","Mayo","€825,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/07/2015","PARTRY LODGE, PARTRY, MAYO","","Mayo","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/07/2015","13 MCDERMOT ST, CONVENT HILL, BALLINA","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/07/2015","25 SPRINGDALE, CONVENT RD, CLAREMORRIS","","Mayo","€108,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/07/2015","15 Blackrock Court, Ballina","","Mayo","€184,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/07/2015","2 MONESTRY VIEW, WESTPORT, MAYO","","Mayo","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/07/2015","8 THE WOODLANDS, BALLA, CO.MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/07/2015","CHURCHFIELD LOWER, TOURMAKEADY, MAYO","","Mayo","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/07/2015","CREEVESMORE, KINCON, BALLINA","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/07/2015","KILLOUR, THE NEALE, CLAREMORRIS","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/07/2015","STATION ROAD, BALLINA, MAYO","","Mayo","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/07/2015","Tullaghan Duff, Geesala, BALLINA","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/07/2015","GLENCASTLE, BELMULLETT, CO MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/07/2015","LETTERTRASK, KEENAGH, BALLINA","","Mayo","€116,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/07/2015","LYSINESKY, BALLINROBE, MAYO","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/07/2015","THE BUNGALOW, MOLLOY TERRACE, BALLINA","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/07/2015","34 OldeMill Stone, Killala Road, Ballina","","Mayo","€79,295.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"15/07/2015","CARROWENERAGH, PARTRY, CO MAYO","","Mayo","€126,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/07/2015","20 DRUMCONLON CLOSE, MONEEN, CASTLEBAR","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/07/2015","9 ST. THOMAS CRESENT, CARROWMORE, KNOCK","","Mayo","€88,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/07/2015","CARROWGARVE, CROSSMOLINA, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/07/2015","17 Moneen Cottages, Moneenbradagh, Castlebar","","Mayo","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/07/2015","23 LEICNIN VILLAGE, TURLOUGH, CASTLEBAR","","Mayo","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/07/2015","5 GLENCARRA, GARRYDUFF PARK, CASTLEBAR","","Mayo","€81,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/07/2015","Breandrum, Ballyvary","","Mayo","€20,000.00","No","No","New Dwelling house /Apartment","greater than 125 sq metres"
"17/07/2015","DRUM, CLOGHER, CLAREMORRIS","","Mayo","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/07/2015","NEWPORT RD, WESTPORT, MAYO","","Mayo","€378,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/07/2015","Toocananagh, Treenduff, Bohola","","Mayo","€165,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"20/07/2015","BUNRAWER, AYLE, WESTPORT","","Mayo","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/07/2015","DUGARRY, AGHAMORE, CO MAYO","","Mayo","€41,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/07/2015","OVERCROFT, WOODFIELD, KILKELLLY","","Mayo","€76,776.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/07/2015","WOODVIEW, LECKNEEN, TURLOUGH","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/07/2015","1 DROM ARD, CHURCH RD, BELMULLET","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/07/2015","11 College Green, Claremorris, County Mayo","","Mayo","€139,750.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/07/2015","3 BALLYHAUNIS ROAD, BALLINDINE, CO MAYO","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/07/2015","62 MOY HEIGHTS, BALLINA, MAYO","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/07/2015","CLOONKERRY, BALLINROBE, CO MAYO","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/07/2015","CLOONRANE, BALLINDINE, MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/07/2015","CULTRAIN, FAHY, WESTPORT","","Mayo","€179,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/07/2015","FRENCHILL, CASTLEBAR, MAYO","","Mayo","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/07/2015","TALLAGH, BELMULLET, MAYO","","Mayo","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/07/2015","2 THE MAPLES, BALLYHAUNIS, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/07/2015","29 SPENCER MANOR, SPENCER ST, CASTLEBAR","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/07/2015","35 BLACKOAK RISE, NEWPORT, MAYO","","Mayo","€99,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/07/2015","DERERIN, PARTRY, CLAREMORRIS","","Mayo","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/07/2015","FRENCHPARK HOUSE, ISLAND, BALLYHAUNIS","","Mayo","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/07/2015","LEGAN, LOUISBURGH, MAYO","","Mayo","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","15 BARLEY HILL COURT, CASTLEBAR RD, MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/07/2015","97 NEW ST, BALLINROBE, MAYO","","Mayo","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","13 DISTILLERY RD, WESTPORT, MAYO","","Mayo","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","16 THE CEDARS, BREAFFY RD, CASTLEBAR","","Mayo","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","33 College Woods, Balla","","Mayo","€80,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/07/2015","7 OAK DRIVE, SWINFORD, CO. MAYO","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","BUNOWEN, LOUISBURGH, MAYO","","Mayo","€187,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","SAULA WEST, ACHILL, WESTPORT","","Mayo","€113,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","35 Rahcluain Village, Kiltimagh","","Mayo","€49,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","ASGARD APARTMENT COMPLEX, THE QUAY, WESTPORT","","Mayo","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/07/2015","11 FRIARSCOURT, KILLALA RD, BALLINA","","Mayo","€118,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/07/2015","14 LEICNIN VILLAGE, TURLOUGH, CASTLEBAR","","Mayo","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/07/2015","14 RIVER VIEW, NEALE RD, BALLINROBE","","Mayo","€92,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/07/2015","BALLYKILLEEN, BALLYHAUNIS, MAYO","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/07/2015","CORRAGAUN, KILLADOON, WESTPORT","","Mayo","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/07/2015","KILLYLEA, BALLYHAUNIS","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/07/2015","KILMORE, KILKELLY, MAYO","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/07/2015","Terryduff, Bofeenaun, Ballina","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/07/2015","54 RATHCLUAIN VILLAGE, KILTIMAGH, MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/07/2015","HALF MILE HOUSE, KILLINAUGHER, BALLYHAUNIS","","Mayo","€61,900.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/07/2015","SOUTH MALL, WESTPORT, CO MAYO","","Mayo","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","1 LIOS MOR, NEWPORT CO MAYO","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","119 Abbey Court, Ballina","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","14 CELTIC COURT, WESTPORT, MAYO","","Mayo","€144,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","2 ELM GARDEN, BALLA, MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","2 LIOS MOR, QUAY ROAD, NEWPORT","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","2 ROSSLEE, CASTLEBAR, MAYO","","Mayo","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","27 Orchard Court, Knock Road, Claremorris","","Mayo","€62,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/07/2015","3 LIOSMOR, QUAY ROAD, NEWPORT","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","3 MARIAN VIEW, BOHERNASUP, BALLINA","","Mayo","€116,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","34 RATHCLUAIN, CIRCULAR RD, KILTIMAGH","","Mayo","€49,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","4 6 & 8 Nephin Court, Ballina, County Mayo","","Mayo","€222,026.43","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/07/2015","4 PILGRAMS WAY, AUGHAGONER, MAYO","","Mayo","€134,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","BALLINVOHER, KILMOVEE, BALLAGHADERREEN","","Mayo","€121,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/07/2015","COILL MOR, THE WOODLANDS, BALLINA","","Mayo","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","KNOCKBOY, KILMEENA, WESTPORT","","Mayo","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","PLOUGHOUSE, SUMMERHILL, BALLYGLASS","","Mayo","€164,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","STATION ROAD, BALLA, CO MAYO","","Mayo","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","STREAMSTOWN, CROSSMOLINA, CO MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","ST.ANNES VILLA, CAHER, BALLINROBE","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","TAVANAGHMORE, KNOCKMORE, BALLINA","","Mayo","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","THE AVENUE, CASTLEHILL, BALLINA","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","THE OLD SCHOOLHOUSE, CARROWINISKEY, LOUISBURGH","","Mayo","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/07/2015","WILLOW LANE, CARRABAWN, WESTPORT","","Mayo","€23,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/08/2015","61 FOXFIELD, GARRYDUFF, CASTLEBAR","","Mayo","€159,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/08/2015","CATHAIR ARD, GLENCORRIB, SHRULE","","Mayo","€193,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/08/2015","THE SADDLERY, CARROWBAUN, WESTPORT","","Mayo","€100,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/08/2015","RATHSLEVIN HOUSE, RATHSLEVIN, SWINFORD","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/08/2015","14 SPRINGDALE, CLAREMORRIS, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/08/2015","18 College View, Castlebar","","Mayo","€125,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/08/2015","4 THE MALL RIVERSIDE, DISTILLERY RD, WESTPORT","","Mayo","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/08/2015","6 OAKWOOD, BOHOLA, MAYO","","Mayo","€123,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/08/2015","ALTAMOUNT ST, WESTPORT, MAYO","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/08/2015","MOUNTAIN VIEW, BALLYBROONY, KILLALA","","Mayo","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/08/2015","12 Ridgepool Village, Ballina","","Mayo","€122,936.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/08/2015","39 BOLLINGBROOK DR, SWINFORD, MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/08/2015","40 RATHBAWN DRIVE, CASTLEBAR, CO MAYO","","Mayo","€153,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/08/2015","2 GRATTAN CLOSE, GRATTON PARK, CLAREMORRIS","","Mayo","€142,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/08/2015","FARRANDEELIN, BALLINA, MAYO","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/08/2015","QUAY STREET, BELMULLET","","Mayo","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/08/2015","10 THE KILN APTS, JAMES ST, WESTPORT","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/08/2015","91 Riverside Drive, Ballina","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/08/2015","CARRAMORE NORTH, BELCARRA, CASTLEBAR","","Mayo","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/08/2015","CLAR AOIBHINN, CLAREMORRIS, CO MAYO","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/08/2015","CULMORE, CORTOON, WESTPORT","","Mayo","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/08/2015","CUSHINKEEL, WESTPORT, COUNTY MAYO","","Mayo","€153,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/08/2015","LAKEVIEW HOUSE, ROOSKEYBEG, CLAREMORRIS","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/08/2015","No. 6 Belleek Manor, Belleek, Ballina","","Mayo","€295,154.17","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/08/2015","19 MOYVALE LAWN, BALLINA, CO MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/08/2015","19 RUSHBROOK, BROOKHILL, CLAREMORRIS","","Mayo","€137,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/08/2015","9 RATHCLUAIN, KILTIMAGH, MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/08/2015","BUNNACURRY, ACHILL, WESTPORT","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/08/2015","CREEABALLAGH, KILLASSER, SWINFORD","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/08/2015","DALGAN PARK, SHRULE, MAYO","","Mayo","€154,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/08/2015","SHRAHNAMUNRAGH LODGE, BALLYCROY, WESTPORT","","Mayo","€23,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/08/2015","11 CHURCHFIELDS, SHRULE, MAYO","","Mayo","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/08/2015","14 MAYFIELDS, CLAREMORRIS, MAYO","","Mayo","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/08/2015","2 lakeview, Station Road, Foxford","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/08/2015","29 RIVERSIDE DR, THE QUAY RD, BALLINA","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/08/2015","6 MONUMENT VIEW, WESTPORT, MAYO","","Mayo","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/08/2015","NO 8 FAIRGREEN, WESTPORT, CO MAYO","","Mayo","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/08/2015","OLD SCHOOL LODGE, BALLINA RD, BANGOR ERRIS","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/08/2015","ST MARTINS, NEWPORT RD, CASTLEBAR","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/08/2015","2 WOODPARK AVE, THE QUAY, WESTPORT","","Mayo","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/08/2015","21 HEALY TERRACE, BALLINA, MAYO","","Mayo","€32,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/08/2015","64 FAIRWAYS, CASTLEBAR, MAYO","","Mayo","€103,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/08/2015","DERRADDA, CLAREMORRIS, MAYO","","Mayo","€81,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/08/2015","3 CHERRIVALE, BALLYHAUNIS, MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/08/2015","5 MOY VIEW, ARBUCKLE ROW, BALLINA","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/08/2015","20 ASHWOOD GLADE, BALLINROBE RD, WESTPORT","","Mayo","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/08/2015","29 CASTLEFIELD MANOR, BALLINA, CO MAYO","","Mayo","€91,900.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/08/2015","43 DUNBEAG, NEWPORT RD, CASTLEBAR","","Mayo","€92,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/08/2015","46 RIDGEPOOL VILLAGE, BALLINA, CO MAYO","","Mayo","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/08/2015","Currower, Attymass, Ballina","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/08/2015","KILCON, KILTIMAGH, MAYO","","Mayo","€189,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/08/2015","BELASS, BALLINA ROAD, FOXFORD","","Mayo","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/08/2015","225 HARBOUR MILL, WESTPORT, MAYO","","Mayo","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/08/2015","BALLINTEEN, KILLALA, CO MAYO","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/08/2015","CREGGANE, KILLASSER, SWINFORD","","Mayo","€36,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/08/2015","1 ASHWOOD GLADE, WESTPORT, MAYO","","Mayo","€166,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/08/2015","19 BUNREE RD, BALLINA, CO MAYO","","Mayo","€33,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/08/2015","7 Sandymount Quay, Newport","","Mayo","€242,291.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"25/08/2015","BARNACOGUE, SWINFORD, MAYO","","Mayo","€76,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/08/2015","Snugboro, Castlebar","","Mayo","€220,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"26/08/2015","14 THE COMMONS, FOXFORD RD, BALLINA","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/08/2015","ABBEY ST, BALLINA, CO MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/08/2015","CHURCHLANE, BALLINROBE, MAYO","","Mayo","€28,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/08/2015","ISLAND, BALLYHAUNIS, MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/08/2015","KNOCKATOBER, CLAREMORRIS, MAYO","","Mayo","€157,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/08/2015","LEEDAUN, CLAREMORRIS, MAYO","","Mayo","€137,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/08/2015","MAIN STREET, SWINFORD, CO MAYO","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
